Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,Wavefronts,VALUInsts,SALUInsts,SFetchInsts,FlatVMemInsts,LDSInsts,FlatLDSInsts,GDSInsts,VALUUtilization,FetchSize,WriteSize,L2CacheHit,VWriteInsts,GPUBusy,VALUBusy,SALUBusy,MemUnitStalled,WriteUnitStalled,LDSBankConflict,MemUnitBusy
87,"void thrust::hip_rocprim::__parallel_for::kernel<256u, thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, 1u>(thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, unsigned long) [clone .kd]",4,0,60,634667,634667,256,256,0,0,4,4,16,64,0x0,0x7ffef86beb40,4.0000000000,11.2500000000,16.0000000000,2.2500000000,0.2500000000,2.5010170477,0.0000000000,0.0000000000,77.6270607404,97140.0000000000,0.0000000000,40.9090909091,0.0000000000,100.0000000000,0.0294792491,0.0099738126,0.0088692511,0.0000000000,0.0000000000,0.4547506934
88,"void gunrock::operators::advance::block_mapped::block_mapped_kernel<256u, 1u, (gunrock::operators::advance_io_type_t)1, (gunrock::operators::advance_io_type_t)1, gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, int, int, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}>(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}, int*, int*, unsigned long, int*) [clone .kd]",4,1,95,634667,634667,19936768,256,4608,0,16,0,32,64,0x0,0x7ffef86bf0c0,311512.0000000000,139.4030599142,40.8030188243,3.1700287629,3.6686837104,5.1250000000,0.0000000000,0.0000000000,94.2755867014,18.4062500000,0.0000000000,20.0000000000,0.0000000000,100.0000000000,0.0035382365,0.0050321586,0.8610862308,0.0000000000,0.0000000000,0.0427489618
89,"void rocprim::detail::block_reduce_kernel<false, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, int*, int, thrust::plus<int> >(thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,97,634667,634667,811776,256,512,0,36,4,32,64,0x0,0x7ffef86befc0,12684.0000000000,128.3847366761,42.2599337748,4.2500000000,21.7634815516,7.7500000000,0.0000000000,0.0000000000,95.5390625000,2.1875000000,97218.2187500000,71.2685862620,1.0218095504,100.0000000000,37.7326036797,10.8923432397,11.8379323008,0.6445956871,0.5675294835,29.7091699216
90,"void rocprim::detail::block_reduce_kernel<true, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, int*, int*, int, thrust::plus<int> >(int*, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,98,634667,634667,256,256,512,0,36,4,16,64,0x0,0x7ffef86bef80,4.0000000000,167.0000000000,50.7500000000,3.2500000000,12.7500000000,0.2500000000,0.0000000000,0.0000000000,35.8333333333,0.8125000000,15.8750000000,13.8423302877,0.0000000000,100.0000000000,14.5376119338,4.8738540972,0.7129227971,0.0000000000,0.0000000000,38.9001311808
91,"void thrust::hip_rocprim::__parallel_for::kernel<256u, thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, 1u>(thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, unsigned long) [clone .kd]",4,0,62,634667,634667,256,256,0,0,4,4,16,64,0x0,0x7ffef86beb40,4.0000000000,11.2500000000,16.0000000000,2.2500000000,0.2500000000,14.2441236664,0.0000000000,0.0000000000,92.0384422872,185557.3750000000,0.2500000000,34.9514563107,0.0000000000,100.0000000000,0.0467092851,0.0161192827,0.0080607340,0.0000000000,0.0000000000,0.2762633369
92,"void gunrock::operators::advance::block_mapped::block_mapped_kernel<256u, 1u, (gunrock::operators::advance_io_type_t)1, (gunrock::operators::advance_io_type_t)1, gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, int, int, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}>(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}, int*, int*, unsigned long, int*) [clone .kd]",4,1,100,634667,634667,12987904,256,4608,0,16,0,32,64,0x0,0x7ffef86bf0c0,202936.0000000000,155.3621338747,44.7045817401,3.3956715418,4.0419688966,2.5015592516,0.0000000000,0.0000000000,76.8413247748,63642.7500000000,0.0000000000,35.0000000000,0.0000000000,100.0000000000,0.0276137572,0.0093426545,0.8241421569,0.0000000000,0.0000000000,0.0428921569
93,"void rocprim::detail::block_reduce_kernel<false, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, int*, int, thrust::plus<int> >(thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,102,634667,634667,608512,256,512,0,36,4,32,64,0x0,0x7ffef86befc0,9508.0000000000,125.2212873370,42.2533655869,4.2500000000,21.2346445099,7.7500000000,0.0000000000,0.0000000000,95.9129265579,11.0000000000,0.0000000000,20.0000000000,0.0000000000,100.0000000000,0.0035006924,0.0049787625,10.8232554838,0.7525363847,0.5103866044,27.2274692539
94,"void rocprim::detail::block_reduce_kernel<true, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, int*, int*, int, thrust::plus<int> >(int*, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,103,634667,634667,256,256,512,0,36,4,16,64,0x0,0x7ffef86bef80,4.0000000000,161.0000000000,50.7500000000,3.2500000000,9.7500000000,0.2500000000,0.0000000000,0.0000000000,35.8333333333,0.8125000000,73094.8437500000,71.3843240481,1.0544428450,100.0000000000,30.3579639266,8.7000735349,0.5483102137,0.0000000000,0.0000000000,34.4826201060
95,"void thrust::hip_rocprim::__parallel_for::kernel<256u, thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, 1u>(thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, unsigned long) [clone .kd]",4,0,64,634667,634667,256,256,0,0,4,4,16,64,0x0,0x7ffef86beb40,4.0000000000,11.2500000000,16.0000000000,2.2500000000,0.2500000000,14.9691757936,0.0000000000,0.0000000000,92.3005213181,126004.8750000000,10.9687500000,17.3307741898,0.0000000000,100.0000000000,13.5784626376,4.5924008868,0.0173786653,0.0000000000,0.0000000000,0.4234074823
96,"void gunrock::operators::advance::block_mapped::block_mapped_kernel<256u, 1u, (gunrock::operators::advance_io_type_t)1, (gunrock::operators::advance_io_type_t)1, gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, int, int, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}>(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}, int*, int*, unsigned long, int*) [clone .kd]",4,1,105,634667,634667,9732864,256,4608,0,16,0,32,64,0x0,0x7ffef86bf0c0,152076.0000000000,132.7584234199,39.6303032694,3.2539125174,3.5458126200,2.5021658416,0.0000000000,0.0000000000,76.2541261870,45747.0625000000,0.0000000000,34.7222222222,0.0000000000,100.0000000000,0.0398981424,0.0119107690,0.8305120609,0.0000000000,0.0000000000,0.0444350402
97,"void rocprim::detail::block_reduce_kernel<false, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, int*, int, thrust::plus<int> >(thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,107,634667,634667,365056,256,512,0,36,4,32,64,0x0,0x7ffef86befc0,5704.0000000000,127.3907784011,42.2650771388,4.2500000000,21.5880084151,7.7500000000,0.0000000000,0.0000000000,95.8050271739,6.7187500000,0.0000000000,0.0000000000,0.0000000000,100.0000000000,0.0040746106,0.0057950018,9.8179092896,0.9708998545,0.4789351150,25.3734514201
98,"void rocprim::detail::block_reduce_kernel<true, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, int*, int*, int, thrust::plus<int> >(int*, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,108,634667,634667,256,256,512,0,36,4,16,64,0x0,0x7ffef86bef80,4.0000000000,153.5000000000,50.7500000000,3.2500000000,6.0000000000,0.2500000000,0.0000000000,0.0000000000,35.8333333333,0.3750000000,49895.6875000000,71.1188657697,0.9850404740,100.0000000000,40.4392449095,11.7963807489,0.5212151760,0.0000000000,0.0000000000,32.6386661474
99,"void thrust::hip_rocprim::__parallel_for::kernel<256u, thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, 1u>(thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, unsigned long) [clone .kd]",4,0,66,634667,634667,256,256,0,0,4,4,16,64,0x0,0x7ffef86beb40,4.0000000000,11.2500000000,16.0000000000,2.2500000000,0.2500000000,14.0420437843,0.0000000000,0.0000000000,91.5299650669,86548.3125000000,6.3750000000,21.1178166096,0.0000000000,100.0000000000,12.4582094915,4.1587591485,0.0090039945,0.0000000000,0.0000000000,0.2095475083
100,"void gunrock::operators::advance::block_mapped::block_mapped_kernel<256u, 1u, (gunrock::operators::advance_io_type_t)1, (gunrock::operators::advance_io_type_t)1, gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, int, int, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}>(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}, int*, int*, unsigned long, int*) [clone .kd]",4,1,110,634667,634667,5839104,256,4608,0,16,0,32,64,0x0,0x7ffef86bf0c0,91236.0000000000,141.4690582665,41.6663707309,3.3425840677,3.7450238941,2.5034562212,0.0000000000,0.0000000000,74.8319281659,29007.5625000000,0.2500000000,48.7804878049,0.0000000000,100.0000000000,0.0664458683,0.0209448933,0.9065791746,0.0000000000,0.0000000000,0.0453289587
101,"void rocprim::detail::block_reduce_kernel<false, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, int*, int, thrust::plus<int> >(thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,112,634667,634667,238848,256,512,0,36,4,32,64,0x0,0x7ffef86befc0,3732.0000000000,129.0819935691,42.2735798499,4.2500000000,21.8598606645,7.7500000000,0.0000000000,0.0000000000,95.5686891234,8.5000000000,0.0000000000,0.0000000000,0.0000000000,100.0000000000,0.0044379574,0.0063117616,13.1869856902,1.7014221664,0.6638946389,35.1281850028
102,"void rocprim::detail::block_reduce_kernel<true, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, int*, int*, int, thrust::plus<int> >(int*, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,113,634667,634667,256,256,512,0,36,4,16,64,0x0,0x7ffef86bef80,4.0000000000,150.0000000000,50.7500000000,3.2500000000,4.0000000000,0.2500000000,0.0000000000,0.0000000000,35.8333333333,0.3750000000,33264.1562500000,70.8988872224,0.9773726065,100.0000000000,38.8826756995,11.4053839137,0.5163953887,0.0000000000,0.0000000000,27.6739784209
103,"void thrust::hip_rocprim::__parallel_for::kernel<256u, thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, 1u>(thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, unsigned long) [clone .kd]",4,0,68,634667,634667,256,256,0,0,4,4,16,64,0x0,0x7ffef86beb40,4.0000000000,11.2500000000,16.0000000000,2.2500000000,0.2500000000,14.3573780613,0.0000000000,0.0000000000,91.0741509459,55986.1250000000,3.1562500000,14.3895545398,0.0000000000,100.0000000000,11.0612912096,3.7243034395,0.0083724046,0.0000000000,0.0000000000,0.1727759849
104,"void gunrock::operators::advance::block_mapped::block_mapped_kernel<256u, 1u, (gunrock::operators::advance_io_type_t)1, (gunrock::operators::advance_io_type_t)1, gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, int, int, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}>(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::enactor_t<gunrock::bfs::problem_t<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::bfs::param_t<int>, gunrock::bfs::result_t<int> > >::loop(gunrock::gcuda::multi_context_t&)::{lambda(int const&, int const&, int const&, float const&)#1}, int*, int*, unsigned long, int*) [clone .kd]",4,1,115,634667,634667,3820032,256,4608,0,16,0,32,64,0x0,0x7ffef86bf0c0,59688.0000000000,144.1421726310,42.4841676719,3.4353471385,3.8135136041,2.5053407935,0.0000000000,0.0000000000,74.9994832409,18968.8125000000,0.0000000000,46.6666666667,0.0000000000,100.0000000000,0.0320306831,0.0105214056,1.0365726771,0.0000000000,0.0000000000,0.0546249090
105,"void rocprim::detail::block_reduce_kernel<false, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, int*, int, thrust::plus<int> >(thrust::hip_rocprim::transform_input_iterator_t<int, thrust::counting_iterator<unsigned long, thrust::use_default, thrust::use_default, thrust::use_default>, gunrock::operators::advance::compute_output_length<gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0> >(gunrock::graph::graph_t<(gunrock::memory::memory_space_t)0, int, int, float, gunrock::graph::graph_csr_t<(gunrock::memory::memory_space_t)0, int, int, float> >&, gunrock::frontier::frontier_t<int, int, (gunrock::frontier::frontier_kind_t)0, (gunrock::frontier::frontier_view_t)0>&, gunrock::gcuda::standard_context_t&, bool)::{lambda(unsigned long const&)#1}>, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,117,634667,634667,160000,256,512,0,36,4,32,64,0x0,0x7ffef86befc0,2500.0000000000,130.4312000000,42.2956000000,4.2500000000,22.0688000000,7.7500000000,0.0000000000,0.0000000000,95.5390625000,6.0625000000,0.0000000000,20.0000000000,0.0000000000,100.0000000000,0.0035794112,0.0050907182,14.4130160515,2.0144950392,0.5726456781,33.5920304711
106,"void rocprim::detail::block_reduce_kernel<true, rocprim::detail::wrapped_reduce_config<rocprim::default_config, int>, int, int*, int*, int, thrust::plus<int> >(int*, unsigned long, int*, int, thrust::plus<int>) [clone .kd]",4,1,118,634667,634667,256,256,512,0,36,4,16,64,0x0,0x7ffef86bef80,4.0000000000,150.0000000000,50.7500000000,3.2500000000,2.7500000000,0.2500000000,0.0000000000,0.0000000000,35.8333333333,0.3750000000,20447.5312500000,69.6443406712,0.9286600985,100.0000000000,33.4082466260,9.9286641642,0.4897067593,0.0000000000,0.0000000000,22.4607197490
107,"void thrust::hip_rocprim::__parallel_for::kernel<256u, thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, 1u>(thrust::hip_rocprim::__uninitialized_fill::functor<thrust::device_ptr<int>, int>, unsigned long, unsigned long) [clone .kd]",4,0,70,634667,634667,256,256,0,0,4,4,16,64,0x0,0x7ffef86beb40,4.0000000000,11.2500000000,16.0000000000,2.2500000000,0.2500000000,14.0069956754,0.0000000000,0.0000000000,90.7840169227,36294.2500000000,0.0000000000,13.6821648113,0.0000000000,100.0000000000,7.9886168556,2.6353380705,0.0075103780,0.0000000000,0.0000000000,0.0873934892
